Page ID,Page Name,Disclaimer,Amount Spent (USD)
177468535761851,Cruelty Free International - United States,Cruelty Free International - United States,≤100
260366367717440,Committee to Protect Medicare,Committee to Protect Medicare PAC,≤100
163737697799356,Justice Brett Busby,Brett Busby Campaign,≤100
106572950040377,Max Rose,MAX ROSE FOR CONGRESS,≤100
17801244148,Jill Schupp,SCHUPP FOR CONGRESS,≤100
374848446414965,Pollking,Benjamin Aaron Perlman,≤100
296914550322200,Jose Javier Rodriguez,Florida Democratic Legislative Campaign Committee,≤100
16534314739,Facing History and Ourselves,"FACING HISTORY AND OURSELVES NATIONAL FOUNDATION, INC.",≤100
103571278142168,Joni Ernst Isn’t On Our Side,DSCC,≤100
109914474151573,COMMUNITYx App,Chloe Cheyenne Rogers,≤100
1809715209318581,Marjorie Taylor Greene for Congress,GREENE FOR CONGRESS,≤100
1156676274461345,Mikie Sherrill,MIKIE SHERRILL FOR CONGRESS,≤100
284362934917960,Scott Wilk,Scott Wilk for Senate 2020 FPPC ID#: 1392822,≤100
836826976517252,International Christian Embassy Jerusalem - USA,"International Christian Embassy Jerusalem - USA, Inc.",≤100
105624247754904,More in Common,More in Common,≤100
1747132688647028,Democratic Association of Secretaries of State,Democratic Association of Secretaries of State,≤100
243362776583569,Air Mail,Air Mail,≤100
168379594070325,3DTrumpVision.com,3DTrumpVision.com,≤100
657343731290262,American Freedom Fighter,American Freedom Fighter,≤100
438987046299274,The First,"The First Digital, Inc",≤100
103695769458,United States Mint,These ads ran without a disclaimer,≤100
1583917081872568,Chantel Tilley- Las Vegas Realtor,These ads ran without a disclaimer,≤100
107248944146204,Carlos Gimenez for Congress,Carlos Gimenez for Congress,≤100
262905633727,Los Angeles Mission,"Los Angeles Mission, Inc.",≤100
94795154268,First Command Financial Services,These ads ran without a disclaimer,≤100
2132239103548917,Every Last One,Every Last One,≤100
50711561090,Muslim Advocates,MUSLIM ADVOCATES,≤100
402969533432277,Cisneros for Congress,CISNEROS FOR CONGRESS,≤100
598720023670599,Jennifer Carroll Foy,Jennifer Carroll Foy for Governor,≤100
110422117441268,Relentless Loyalty,Carlos None Leon Trejo,≤100
193628397865385,Chip Roy,CHIP ROY FOR CONGRESS,≤100
7642602143,Mother Jones,FOUNDATION FOR NATIONAL PROGRESS,≤100
301228420816284,Teresa Leger Fernandez,TERESA FOR ALL,≤100
111980313763243,O3waterworks,These ads ran without a disclaimer,≤100
11918108948,African Wildlife Foundation,AFRICAN WILDLIFE FOUNDATION,≤100
154510321337994,Chris Pappas for Congress,CHRIS PAPPAS FOR CONGRESS,≤100
112704783859268,Boy Scouts Abuse Claim Help,X Social Media LLC,≤100
208463585839891,Living Future Institute,International Living Future Institute,≤100
1571132936490223,JewBelong,JEWBELONG INC.,≤100
360424321432255,Doha Debates,Doha Debates,≤100
84206511914,MN AFL-CIO,Minnesota AFL-CIO Politcal Fund,≤100
160658967396083,Lyft,These ads ran without a disclaimer,≤100
103834811386284,Red Elephant Apparel,DESTROYER PROMOTIONAL PRODUCTS LLC,≤100
107937014153581,Energized Health,John Jubilee Transformation LLC DBA Energized Health,≤100
1947525322184514,One Fair Wage,One Fair Wage,≤100
13885075114,Action Against Hunger USA,ACTION AGAINST HUNGER - USA,≤100
100837844754859,Working Families for Holly Mitchell,Working Families For Holly Mitchell,≤100
350214962152736,Justice Watch With Attorney Zulu Ali,Zulu  Abdullah  Ali,≤100
294508332028,Lakota People's Law Project,ROMERO INSTITUTE,≤100
865633690313272,Unbothered,VICE MEDIA INC,≤100
344690446467832,The Copper Courier,"Courier Newsroom, Inc.",≤100
150621451650636,Montana Wilderness Association,"MONTANA WILDERNESS ASSOCIATION, INC.",≤100
868405419972384,The Outrage,The Outrage,≤100
380150085350039,Justice Ken Wise,Friends of Justice Ken Wise,≤100
102707767976896,Liberty Patriots USA,"Gentry Hardy Holdings, LP",≤100
93114332471,20/20 Research,2020 Research,≤100
32582320449,CMMB,CATHOLIC MEDICAL MISSION BOARD INC,≤100
102200134974354,Welcome Native American,These ads ran without a disclaimer,≤100
967042313344560,Jennifer McLean,These ads ran without a disclaimer,≤100
101165966152,AFL-CIO,These ads ran without a disclaimer,≤100
136362309708243,Restaurant Opportunities Centers United (ROC United),"RESTAURANT OPPORTUNITIES CENTERS (ROC) UNITED, INC.",≤100
421177048353664,PetJoy,These ads ran without a disclaimer,≤100
1082522201878539,Gina Ortiz Jones for Congress,GINA ORTIZ JONES FOR CONGRESS,≤100
51334498187,Sommer Sports,Sommer Sports,≤100
6476528946,NAACP,National Association for the Advancement of Colored People (NAACP),≤100
427947527249273,Let My People VOTE,Soul 2 Soul Sisters,≤100
252814820267,HIAS,HIAS,≤100
432060503537099,National Auto Plaza Sandy,These ads ran without a disclaimer,≤100
124348932744737,But first feminism,These ads ran without a disclaimer,≤100
113282850056903,State Assemblywoman Rochelle Nguyen,Campaign to Elect Rochelle Nguyen,≤100
108097621020637,Friends of Dogs Advertising,Allyson Jean Mckevitt,≤100
116808566362551,Boomer Naturals,Boomer Naturals Inc,≤100
24481937944,Theodore Roosevelt Conservation Partnership,"THEODORE ROOSEVELT CONSERVATION PARTNERSHIP, INC",≤100
108928704152924,SpotifyPodcasts,These ads ran without a disclaimer,≤100
97466887664,Innocence Project,"INNOCENCE PROJECT, INC., THE",≤100
146748865935685,Good Man Brand,These ads ran without a disclaimer,≤100
103131054573692,Crawfordology,Crawfordology,≤100
181467702005600,Mark Warner VA,FRIENDS OF MARK WARNER,≤100
8416861761,TOMS,"TOMS SHOES, LLC",≤100
69813760388,Sean Hannity,These ads ran without a disclaimer,≤100
113211483868814,America The Beautiful Shop,The GOP Shop,≤100
112665503895607,It's Gonna Be YUGE,Reign Marketing LLC,≤100
587492097959347,Orange County Registrar of Voters,Orange County Registrar of Voters,≤100
169597416843751,Stand Up America,Stand Up America,≤100
11309713071,Gates Foundation,Bill & Melinda Gates Foundation,≤100
105835711208027,The Progressive List,THE PROGRESSIVE LIST,≤100
295644160460352,Donald Trump Jr.,"Premiere Marketing, Inc.",≤100
698400060189827,Dan Sullivan,Alaskans for Sullivan,≤100
1425435377743310,Conversations with Bill Kristol,The Foundation for Constitutional Government,≤100
235667486509987,U.S. Vote Foundation,U.S. VOTE FOUNDATION,≤100
104618567915577,Yes on L - Oceanside,"Yes on L - Oceansiders for Jobs, Health, and Safety, a coalition of Farmers, Firefighters, Business Leaders & Affordable Housing Advocates, sponsored by The NRF Project Owner",≤100
354851377936744,BookTV,C-SPAN,≤100
134275060386,DAV,DISABLED AMERICAN VETERANS,≤100
497081420632330,Dr. Hiral Tipirneni,HIRAL FOR CONGRESS,≤100
179513292162226,American History TV,C-SPAN,≤100
102094944507118,Charles Power- Loan Officer #1428742,These ads ran without a disclaimer,≤100
103963987985703,Birth Defects Victims,Birth Defects Victims,≤100
306224406752164,The Texan Patriot,Texan Patriot,≤100
100401327980848,National Parents Union,National Parents Union,≤100
166166843531258,National Council of Resistance of Iran - شورای ملی مقاومت ایران,MEK-Iran (Saeid Saadati),≤100
34521916336,Brent Bozell,MEDIA RESEARCH CENTER,≤100
19036504767,Center for Victims of Torture,"CENTER FOR VICTIMS OF TORTURE, THE",≤100
25255876194,GOPAC,GOPAC Election Fund,≤100
314121315788033,Stand with Parkland,Stand With Parkland,≤100
181385265351965,Mosaic Magazine,Mosaic,≤100
1400371370253041,Eagan Immigration,Eagan Immigration,≤100
105882964535390,Cats Against Trump,Cats Against Trump,≤100
1416776665285641,Idaho Mining Association,MIDAS GOLD CORP,≤100
107066711080027,"Carroll Fife for Oakland City Council, D3",Carroll Fife for City Council 2020,≤100
106524727819174,True Patriot Supply Co.,True Patriot Supply Co,≤100
105481140904672,Core Prestige,Core Prestige,≤100
106890801114065,Right Wing Maga,Right Wing Maga,≤100
28510612138,Uncommon Knowledge,Hoover Institution,≤100
141786816970,Cruise Lines International Association - CLIA,Cruise Lines International Association,≤100
680894095682539,Cowboy Life,"Nine Ranch Enterprises, LLC",≤100
102750021183412,Justice U,Altus Solutions Inc,≤100
1436387636647012,The Sand Dollar LV,These ads ran without a disclaimer,≤100
153309775026,SnapStream,SnapStream Media,≤100
652480345129705,Yankee Thunder,These ads ran without a disclaimer,≤100
108777231824,Manhattan Institute for Policy Research,MANHATTAN INSTITUTE FOR POLICY RESEARCH INC,≤100
101550444811445,Long Sleeve Dresses,beetroot,≤100
13063797831,Ben Ray Luján,PEOPLE FOR BEN,≤100
66428563186,Smoke Away,These ads ran without a disclaimer,≤100
16775672689,Heartland Institute,The Heartland Institute,≤100
1857848057772311,SiriusXM Entertainment,SiriusXM,≤100
48530203934,The American Alpine Club,"AMERICAN ALPINE CLUB, THE",≤100
35014306604,Norman Rockwell Museum,"NORMAN ROCKWELL MUSEUM AT STOCKBRIDGE, INC., THE",≤100
96159580682,Maine Democratic Party,MAINE DEMOCRATIC PARTY,≤100
299907453682524,American Legacy Center,American Legacy Center,≤100
300992409852,Hoover Institution,Hoover Institution,≤100
174046949421616,Phenomenal Woman Action Campaign,Phenomenal Woman Action Campaign,≤100
18079407397,CPAC 2020,Conservative Political Action Conference,≤100
112619620542120,Better Road Louisiana,Better Road Louisiana,≤100
2212066245574161,Sarah Huckabee Sanders,St. Martin's Press,≤100
570524446405979,Only Human,Only Human,≤100
112127953625101,Rudy for Reno,Friends of Rudy Leon,≤100
101352851565699,Somos PAC,SOMOS PAC,≤100
109866370700481,PushBlack Finance,These ads ran without a disclaimer,≤100
52880441687,Budweiser,These ads ran without a disclaimer,≤100
1096622853789812,Forward Promise,Forward Promise,≤100
103744091462809,The Trump Closet,Kenneth Dione Keith Jr,≤100
405355946226766,Todd Young,"FRIENDS OF TODD YOUNG, INC.",≤100
101208514791301,Daniel Turner,Power The Future Inc,≤100
101464921262312,Alaina for Congress 2020,Alaina Shearer for Congress,≤100
330648134122956,New Direction New Jersey,New Direction New Jersey,≤100
47712360678,Jobs With Justice,Jobs With Justice,≤100
289544064711784,Progress North Carolina,Progress North Carolina,≤100
1945837408977507,Michael Moates,-MICHAEL STEVEN MOATES,≤100
303374266418976,AFPM,American Fuel & Petrochemical Manufacturers,≤100
108846090820594,Unitedamericanpatriots50,UnitedAmericanPatriots50,≤100
481656245500133,CABIA,CALIFORNIA BUSINESS & INDUSTRIAL ALLIANCE,≤100
114517875225866,The Other 98%,OTHER 98 PERCENT ACTION,≤100
2133130356918764,Common Justice,COMMON JUSTICE INC,≤100
96491683438,"The Friends of Israel Gospel Ministry, Inc.","FRIENDS OF ISRAEL GOSPEL MINISTRY, INC, THE",≤100
103115651539543,State of American Democracy,State of American Democracy,≤100
571748412859876,Matt Rosendale,Matt Rosendale for Montana,≤100
362628781134387,Medicines360,"JONES PUBLIC AFFAIRS, INC.",≤100
2024724794495270,Engage OC,Engage OC. Not authorized by a candidate or a committee controlled by a candidate. FPPC# 1415819,≤100
438536186881177,All Clear Foundation,All Clear Foundation,≤100
114893233534632,Taking Back America,Apse Media LLC,≤100
415791311867961,BAND,These ads ran without a disclaimer,≤100
28446275521,Military Officers Association of America (MOAA),Military Officers Association of America,≤100
745304825534862,Steve Scalise,Team Scalise,≤100
278270926297798,Select Justice,"Select Justice, LLC",≤100
56332452163,AMA Patients Action Network,American Medical Association,≤100
7357041101,Tammy Baldwin,TAMMY BALDWIN FOR SENATE,≤100
969264936445051,Nevada Veterans In Politics,"Veterans In Politics International, Inc.",≤100
682990071843813,Civil Squared,Center for the Study of Liberty,≤100
49275915266,Marie Stopes International,MSI-US,≤100
130848666099,Business Forward,BUSINESS FORWARD,≤100
59877921429,Lutheran Immigration and Refugee Service,"LUTHERAN IMMIGRATION AND REFUGEE SERVICE, INC.",≤100
300774350436838,Topplr,Data Genomix,≤100
10053453590,Jon Batiste,These ads ran without a disclaimer,≤100
114857913678674,Helping Hands,Harrison T Chung,≤100
100645541728080,Blue America Project,BLUE AMERICA PROJECT,≤100
1234251319933440,Exclusive Apparel,The Dude's Designs,≤100
111121650709049,Groundwork Collaborative,Groundwork Collaborative,≤100
494652440603150,Battle Born Progress,BATTLE BORN PROGRESS,≤100
18813753280,Human Rights Campaign,"HUMAN RIGHTS CAMPAIGN, INC.",≤100
111495005590988,Pattern,Pattern Energy,≤100
1628679613829742,Josh Hicks,Josh Hicks for Congress,≤100
11234736860,Tom McClintock,MCCLINTOCK FOR CONGRESS,≤100
2309566456030859,Human Coalition Action,PRO-LIFE TEXANS A HUMAN COALITION ACTION PAC,≤100
1397799040234106,OpinionUP,OpinionUP LLC,≤100
105392537986696,Joy Wallet Finance,These ads ran without a disclaimer,≤100
104768398061257,Let America Vote PAC,LET AMERICA VOTE PAC,≤100
51052893175,Kevin McCarthy,Leader Kevin McCarthy,≤100
102271454896215,Black Men Vote,BLACK MEN VOTE,≤100
23245606841,Hachette Book Group,"Hachette Book Group, Inc.",≤100
194413290579640,Wisconsin Assembly Democrats,Assembly Democratic Campaign Committee,≤100
107066557603584,Bennie Frank,Bennie Frank,≤100
175797376373,"WaterFurnace Geothermal Heating, Cooling & Hot Water","WATERFURNACE INTERNATIONAL, INC.",≤100
151297638887120,Upswell,Independent Sector,≤100
78420171887,Sailors for the Sea,SAILORS FOR THE SEAINC,≤100
107391351117812,National Women's Law Center Action Fund,National Women's Law Center Action Fund,≤100
243502949110951,Airport Workers United,SERVICE EMPLOYEES INTERNATIONAL UNION,≤100
105318696193467,Indiana AFL-CIO,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGANIZATIONS,≤100
186070498791676,The Dude,The Dude's Designs,≤100
165238836870566,MRC Culture,MEDIA RESEARCH CENTER,≤100
109884950710348,NFAA Nevada First,Nevada First Agenda Association,≤100
669725606516932,Physicians for Informed Consent,PHYSICIANS FOR INFORMED CONSENT,≤100
7976226799,The Daily Show,These ads ran without a disclaimer,≤100
1443127535947107,Save the Children Action Network,Save the Children Action Network,≤100
149366465128820,Nicole Galloway,Nicole Galloway for Missouri,≤100
101281925020337,Turnout100,Turnout100,≤100
36634376117,HarperKids Books,HARPERCOLLINS PUBLISHERS LLC,≤100
100699775058659,Education Now NC,Education Now,≤100
551158678560402,Epimonia,Epimonia LLC,≤100
116238930177726,Artsiful,SHAW CONSULTING LLC,≤100
1438882392887793,ADF Church Alliance,Alliance Defending Freedom,≤100
709491732434343,שורת הדין - Shurat HaDin,Israel Law Center,≤100
38091883105,Republican Party of Pennsylvania,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,≤100
102972678133490,Californians For Equal Rights,"Californians for Equal Rights, No on 16, committee major funding by Students for Fair Admissions (# 1427809).",≤100
904415629900364,Save Our Roadless Forests,Save our Roadless Forests,≤100
61265398450,AmeriCorps NCCC,Corporation for National and Community Service,≤100
922580991129339,People's Mojahedin Organization of Iran - MEK IRAN,MEK-Iran (Saeid Saadati),≤100
167968013767335,Julie Oliver,JULIE OLIVER FOR CONGRESS,≤100
117435673432151,Steve Fox Scandals,"California Alliance for Progress and Education Committee - major funding from California Association of Realtors, California Building Industry Association, California Correctional Peace Officers Association.",≤100
58158120046,ACLJ,American Center for Law and Justice,≤100
149081336362,AmeriCorps VISTA,Corporation for National and Community Service,≤100
59254639983,Boston Medical Center,BOSTON MEDICAL CENTER,≤100
109393327559812,Vote No on 118,"NO ON PROP 118: HIGHER TAXES, MORE BUREAUCRACY, A LAVISH, NEW PROGRAM DESTINED FOR BANKRUPTCY",≤100
136116246452638,"Forestdale, Inc.","FORESTDALE, INC.",≤100
440923882923729,Erin Zwiener for Texas House,Erin Zwiener For Texas House,≤100
60236215646,LGBTQ Victory Fund,LGBTQ VICTORY FUND,≤100
856208611420219,Christina Finello,FINELLO FOR CONGRESS,≤100
1323161541032507,For Our Future FL,FOR OUR FUTURE,≤100
977704775606273,Balls Deep Tackle,Balls Deep Tackle,≤100
1413682351987764,Andy Kim for Congress,ANDY KIM FOR CONGRESS,≤100
278487153675,Redneck Nation Clothing,Tracie Milliron Gold,≤100
689547608156721,The Burial Solution,Courtney Rae Cattran,≤100
456262374764387,Voters Not Politicians,Voters Not Politicians,≤100
170806736923126,Harmony Turbines,Harmony Turbines Inc,≤100
420424547981908,In Search of Liberty,Scott Dennis Welch,≤100
2049170775107862,Resistance By Design,Resistance By Design,≤100
138644937392,SEIU California,SEIU California,≤100
130445217037362,Idaho Coalition Against Sexual & Domestic Violence,IDAHO COALITION AGAINST SEXUAL AND DOMESTIC VIOLENCE INC,≤100
312657362217994,Women's Heart Alliance,Women's Heart Alliance,≤100
458928061510318,Rita Hart for Iowa,RITA HART FOR IOWA,≤100
308353252483,Kristi Noem,Kristi for Governor,≤100
313163945066,U.S. Bank,U.S. BANCORP,≤100
120085718005638,American Prairie Reserve,American Prairie Reserve,≤100
232201568659,Pacific Justice Institute,PACIFIC JUSTICE INSTITUTE,≤100
294196590710262,FWD.us,FWD.us,≤100
710669049286394,Woo the People,Khosro David Illulian,≤100
107953199261156,ifaw,"INTERNATIONAL FUND FOR ANIMAL WELFARE, INC.",≤100
102344384967217,Halloween Is Coming,These ads ran without a disclaimer,≤100
451224838781405,Patriot Baby,Eric Todd Hunter,≤100
469720850049722,Mike Marron for State Representative,Citizens to Elect Mike Marron,≤100
112132713939804,Kathleen Sigurdson for Judge,Kathleen 4 Judge,≤100
303957963104408,March on Washington Film Festival,March On Washington Film Festival,≤100
587681288088728,Adam Brandon,"FREEDOMWORKS, INC.",≤100
104550824646928,2nd Amendment USA,Amundson Media LLC,≤100
1605226979725996,State Representative Nick Duran,"Nick Duran, Democrat, for Florida House",≤100
110124618713,American Principles Project,AMERICAN PRINCIPLES PROJECT PAC,≤100
102224157947047,NOFWA,NOFWA,≤100
104881317722736,Get-It-Out,Matthew Justin Viles,≤100
282728185140429,Rep For Vets,The Rep For Vets,≤100
34233921079,National Queer Asian Pacific Islander Alliance,"NATIONAL QUEER ASIAN PACIFIC ISLANDER ALLIANCE, INC., THE",≤100
1640970822834351,Plaine Products,Plaine Products,≤100
203143199790433,Republic Services Teamsters,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,≤100
7209432197,Chris Coons,CHRIS COONS FOR DELAWARE,≤100
106968690805026,Sima for Texas,SIMA FOR TEXAS,≤100
2346217618936823,Kendra Horn for Congress,KENDRA HORN FOR CONGRESS,≤100
131352838109,Congressman Darrell Issa,DARRELL ISSA FOR CONGRESS,≤100
339432396135584,The Exodus Road,EXODUS ROAD INC,≤100
137855609584310,TBN,TRINITY BROADCASTING NETWORK INC,≤100
290548664672,First Liberty,First Liberty Institute,≤100
168109446538119,St. Martin's Press,Macmillan Publishing,≤100
100968128255680,Strong Women,These ads ran without a disclaimer,≤100
201192805715,Caroline Myss,These ads ran without a disclaimer,≤100
2246364628908665,Uniting Missouri,Uniting Missouri,≤100
108652686487559,USA Medicare Advisors,These ads ran without a disclaimer,≤100
6766783198,John Carter,JOHN CARTER FOR CONGRESS,≤100
487571108071357,North Carolina Coalition for Fiscal Health,North Carolina Coalition for Fiscal Health,≤100
162695894106234,Co-ops Vote,National Rural Electric Cooperative Association,≤100
102315041409283,Horses in our Hands,In our Hands Action Fund,≤100
104878167964386,Patriots Together,Marijo L Schlegel,≤100
166495790533335,American Population Panel,CHRR,≤100
103983379801,Texas Democratic Party,Texas Democratic Party,≤100
154042277970966,International Refugee Assistance Project,"INTERNATIONAL REFUGEE ASSISTANCE PROJECT, INC.",≤100
29775770058,PATH,PATH,≤100
383754825699166,Beloved Benefit,Beloved Benefit,≤100
396542850837611,Declaration for American Democracy,"PUBLIC CITIZEN FOUNDATION, INC.",≤100
424237644641706,Aleric Heck,These ads ran without a disclaimer,≤100
1447829315468579,Protect Colorado,"Protecting Colorado's Environment, Economy, and Energy Independence",≤100
131942223874,1776 United,These ads ran without a disclaimer,≤100
90321629130,Putnam Investments,These ads ran without a disclaimer,≤100
107199049318619,Friends of Derek Kilmer,PEOPLE FOR DEREK KILMER,≤100
242919259765055,Rabbi Meir Soloveichik,These ads ran without a disclaimer,≤100
102112121615949,Relentless Pursuit,Lambert Chan,≤100
148205145252473,Backcountry Hunters & Anglers,Backcountry Hunters & Anglers,≤100
206052849902620,Intermountain Immigration,"Intermountain Immigration, LLC",≤100
100796147988635,Kelvin Barrios For San Diego City Council District 9,Kelvin Barrios for San Diego City Council 2020,≤100
103903914570915,Pro2a,Delta Team Marketing,≤100
102389731274006,Shield Republic Charities,Shield Republic,≤100
157810487611661,Freethink,Freethink,≤100
